unitid,institution_name,alias_name,city,county_name,state,zip_code,control_code,control_label,sector_code,iclevel_code,iclevel_label,locale_code,locale_label,web_address,admissions_url,financial_aid_url,net_price_url,application_url,opeid_raw,opeid8,opeid6,source_year,source_table,source_url,seo_slug,seo_focus_keyword,seo_secondary_keyword,seo_title_vi,seo_h1_vi,seo_meta_description_vi,seo_content_cluster,seo_search_intent
119270,Musicians Institute,,Hollywood,Los Angeles County,CA,90028,3,Private for-profit,3,1,4-year,11,City: Large,www.mi.edu/,https://www.mi.edu/admissions,https://www.mi.edu/admissions/financial-aid/,mi.edu/student-consumer-disclosure/net-price-calculator/,https://www.mi.edu/admissions/,02161800,02161800,021618,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,musicians-institute-hollywood-california,review Musicians Institute california,hoc phi Musicians Institute 2026,"Musicians Institute review 2026: hoc phi, dieu kien, OPEID",Review Musicians Institute o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Musicians Institute tai Hollywood, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
119331,Napa Valley College,,Napa,Napa County,CA,94558-6236,1,Public,4,2,2-year,13,City: Small,https://www.napavalley.edu/,https://www.napavalley.edu/admissions-and-aid/admissions-and-records/index.html,https://www.napavalley.edu/admissions-and-aid/financial-aid/index.html,https://misweb.cccco.edu/npc/241/npcalc.htm,https://www.opencccapply.net/gateway/apply?cccMisCode=241FA3ECDED6EEA73162EEA36762D94,00124700,00124700,001247,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,napa-valley-college-napa-california,review Napa Valley College california,hoc phi Napa Valley College 2026,"Napa Valley College review 2026: hoc phi, dieu kien, OPEID",Review Napa Valley College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Napa Valley College tai Napa, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
455868,National Career College,,Panorama City,Los Angeles County,CA,91402,3,Private for-profit,6,2,2-year,11,City: Large,www.nccusa.edu/,https://nccusa.edu/getting-started/requirements-for-admission/,https://nccusa.edu/financial-aid/,https://nccusa.edu/financial-aid/,www.nccusa.edu/contact-us/apply/,04146000,04146000,041460,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,national-career-college-panorama-city-california,review National Career College california,hoc phi National Career College 2026,"National Career College review 2026: hoc phi, dieu kien, OPEID",Review National Career College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho National Career College tai Panorama City, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
447759,National Polytechnic College,NPCollege,Lakewood,Los Angeles County,CA,90712,3,Private for-profit,6,2,2-year,21,Suburb: Large,https://npcollege.edu/,https://npcollege.edu/for-students/admissions,https://npcollege.edu/for-students/financial-aid,https://npcollege.edu/disclosures/calculator/index.html,https://npcollege.edu/login,03910400,03910400,039104,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,national-polytechnic-college-lakewood-california,review National Polytechnic College california,hoc phi National Polytechnic College 2026,"National Polytechnic College review 2026: hoc phi, dieu kien, OPEID",Review National Polytechnic College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho National Polytechnic College tai Lakewood, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
119605,National University,,San Diego,San Diego County,CA,92123,2,Private nonprofit,2,1,4-year,11,City: Large,www.nu.edu/,www.nu.edu/Admissions.html,www.nu.edu/Admissions/Financial-Aid-and-Scholarships.html,www.nu.edu/npcalc/npcalc.htm,www.nu.edu/Admissions/ApplyOnline.html,01146000,01146000,011460,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,national-university-san-diego-california,review National University california,hoc phi National University 2026,"National University review 2026: hoc phi, dieu kien, OPEID",Review National University o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho National University tai San Diego, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
119678,Naval Postgraduate School,,Monterey,Monterey County,CA,93943,1,Public,1,1,4-year,22,Suburb: Midsize,https://www.nps.edu/,nps.edu/web/admissions/,,,my.nps.edu/web/admissions/apply1,00131000,00131000,001310,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,naval-postgraduate-school-monterey-california,review Naval Postgraduate School california,hoc phi Naval Postgraduate School 2026,"Naval Postgraduate School review 2026: hoc phi, dieu kien, OPEID",Review Naval Postgraduate School o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Naval Postgraduate School tai Monterey, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
461148,New York Film Academy,NYFA,Burbank,Los Angeles County,CA,91505,3,Private for-profit,3,1,4-year,12,City: Midsize,www.nyfa.edu/,www.nyfa.edu/admissions/,www.nyfa.edu/federal-financial-aid/,https://www.nyfa.edu/federal-financial-aid/NetPriceCalculator/npcalc.htm,www.nyfa.edu/admissions/,04118800,04118800,041188,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,new-york-film-academy-burbank-california,review New York Film Academy california,hoc phi New York Film Academy 2026,"New York Film Academy review 2026: hoc phi, dieu kien, OPEID",Review New York Film Academy o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho New York Film Academy tai Burbank, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
119775,Newschool of Architecture and Design,,San Diego,San Diego County,CA,92101,3,Private for-profit,3,1,4-year,11,City: Large,www.newschoolarch.edu/,https://newschoolarch.edu/admissions/,newschoolarch.edu/admissions/financial-aid/,newschoolarch.edu/admissions/scholarships-and-financial-aid/financial-aid/,my.newschoolarch.edu/apply/User/Login.aspx,03043900,03043900,030439,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,newschool-of-architecture-and-design-san-diego-california,review Newschool of Architecture and Design california,hoc phi Newschool of Architecture and Design 2026,"Newschool of Architecture and Design review 2026: hoc phi, dieu kien, OPEID",Review Newschool of Architecture and Design o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Newschool of Architecture and Design tai San Diego, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
460464,Norco College,,Norco,Riverside County,CA,92860,1,Public,4,2,2-year,21,Suburb: Large,www.norcocollege.edu/Pages/index.aspx,www.norcocollege.edu/services/enrollment/admissions/Pages/index.aspx,www.norcocollege.edu/services/enrollment/sfs,https://misweb.cccco.edu/npc/963/npcalc.htm,https://www.norcocollege.edu/stepstoenroll/Pages/enroll.aspx,04176100,04176100,041761,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,norco-college-norco-california,review Norco College california,hoc phi Norco College 2026,"Norco College review 2026: hoc phi, dieu kien, OPEID",Review Norco College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Norco College tai Norco, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
120023,North Orange County Community College District,,Anaheim,Orange County,CA,92801-1819,1,Public,0,1,4-year,11,City: Large,www.nocccd.edu/,,,,,00974200,00974200,009742,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,north-orange-county-community-college-district-anaheim-california,review North Orange County Community College District california,hoc phi North Orange County Community College District 2026,"North Orange County Community College District review 2026: hoc phi, dieu kien, OPEID",Review North Orange County Community College District o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho North Orange County Community College District tai Anaheim, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
484367,North-West College-Anaheim,,Anaheim,Orange County,CA,92801,3,Private for-profit,6,2,2-year,11,City: Large,www.nw.edu/,,,www.nu.edu/npcalc/npcalc.htm,,01287202,01287202,012872,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,north-west-college-anaheim-anaheim-california,review North-West College-Anaheim california,hoc phi North-West College-Anaheim 2026,"North-West College-Anaheim review 2026: hoc phi, dieu kien, OPEID",Review North-West College-Anaheim o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho North-West College-Anaheim tai Anaheim, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
484376,North-West College-Long Beach,,Long Beach,Los Angeles County,CA,90815-1770,3,Private for-profit,6,2,2-year,11,City: Large,www.nw.edu/,,,www.nu.edu/npcalc/npcalc.htm,,01287203,01287203,012872,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,north-west-college-long-beach-long-beach-california,review North-West College-Long Beach california,hoc phi North-West College-Long Beach 2026,"North-West College-Long Beach review 2026: hoc phi, dieu kien, OPEID",Review North-West College-Long Beach o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho North-West College-Long Beach tai Long Beach, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
445364,North-West College-Riverside,,Riverside,Riverside County,CA,92503,3,Private for-profit,6,2,2-year,11,City: Large,www.north-westcollege.edu/,,,nw.edu/ecamp/npc-nwc/npcalc.htm,,01287201,01287201,012872,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,north-west-college-riverside-riverside-california,review North-West College-Riverside california,hoc phi North-West College-Riverside 2026,"North-West College-Riverside review 2026: hoc phi, dieu kien, OPEID",Review North-West College-Riverside o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho North-West College-Riverside tai Riverside, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
494746,North-West College-San Diego,,San Diego,San Diego County,CA,92115-1506,3,Private for-profit,3,1,4-year,11,City: Large,nw.edu/,,,www.nu.edu/npcalc/npcalc.htm,,02338515,02338515,023385,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,north-west-college-san-diego-san-diego-california,review North-West College-San Diego california,hoc phi North-West College-San Diego 2026,"North-West College-San Diego review 2026: hoc phi, dieu kien, OPEID",Review North-West College-San Diego o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho North-West College-San Diego tai San Diego, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120078,North-West College-West Covina,,West Covina,Los Angeles County,CA,91790,3,Private for-profit,6,2,2-year,21,Suburb: Large,https://www.nw.edu/locations/west-covina-campus/,https://www.nw.edu/getting-started/admissions/,https://www.nw.edu/getting-started/financial-aid/,www.nu.edu/npcalc/npcalc.htm,https://www.nw.edu/apply-online/,01170700,01170700,011707,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,north-west-college-west-covina-west-covina-california,review North-West College-West Covina california,hoc phi North-West College-West Covina 2026,"North-West College-West Covina review 2026: hoc phi, dieu kien, OPEID",Review North-West College-West Covina o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho North-West College-West Covina tai West Covina, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
444130,Northcentral University,,San Diego,San Diego County,CA,92123,2,Private nonprofit,2,1,4-year,11,City: Large,www.nu.edu/,www.nu.edu/Admissions.html,www.nu.edu/Admissions/Financial-Aid-and-Scholarships.html,https://www.nu.edu/npcalc/npcalc.htm,https://www.nu.edu/Admissions/ApplyOnline.html,03813300,03813300,038133,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,northcentral-university-san-diego-california,review Northcentral University california,hoc phi Northcentral University 2026,"Northcentral University review 2026: hoc phi, dieu kien, OPEID",Review Northcentral University o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Northcentral University tai San Diego, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
118888,Northeastern University Oakland,,Oakland,Alameda County,CA,94613,2,Private nonprofit,2,1,4-year,11,City: Large,https://oakland.northeastern.edu/,https://www.northeastern.edu/admissions/,https://studentfinance.northeastern.edu/,https://studentfinance.northeastern.edu/financial-tools-and-calculators/,https://www.commonapp.org/,00219917,00219917,002199,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,northeastern-university-oakland-oakland-california,review Northeastern University Oakland california,hoc phi Northeastern University Oakland 2026,"Northeastern University Oakland review 2026: hoc phi, dieu kien, OPEID",Review Northeastern University Oakland o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Northeastern University Oakland tai Oakland, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120184,Notre Dame de Namur University,NDNU,Belmont,San Mateo County,CA,94002-1908,2,Private nonprofit,2,1,4-year,21,Suburb: Large,www.ndnu.edu/,www.ndnu.edu/admissions/,www.ndnu.edu/financial-aid/,https://www.ndnu.edu/financial-aid/,www.ndnu.edu/apply/,00117900,00117900,001179,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,notre-dame-de-namur-university-belmont-california,review Notre Dame de Namur University california,hoc phi Notre Dame de Namur University 2026,"Notre Dame de Namur University review 2026: hoc phi, dieu kien, OPEID",Review Notre Dame de Namur University o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Notre Dame de Namur University tai Belmont, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
495059,Oak Valley College,,Rialto,San Bernardino County,CA,92377,2,Private nonprofit,2,1,4-year,21,Suburb: Large,https://oakvalley.edu/,https://oakvalley.edu/admissions,https://oakvalley.edu/aid,https://oakvalley.edu/s/netpricecalculator.html,https://oakvalley.edu/apply,04293400,04293400,042934,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,oak-valley-college-rialto-california,review Oak Valley College california,hoc phi Oak Valley College 2026,"Oak Valley College review 2026: hoc phi, dieu kien, OPEID",Review Oak Valley College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Oak Valley College tai Rialto, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120254,Occidental College,Oxy,Los Angeles,Los Angeles County,CA,90041-3392,2,Private nonprofit,2,1,4-year,11,City: Large,https://www.oxy.edu/,https://www.oxy.edu/admission-aid,https://www.oxy.edu/admission-aid/financial-aid,https://npc.collegeboard.org/app/occidental,https://www.oxy.edu/admission-aid/apply,00124900,00124900,001249,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,occidental-college-los-angeles-california,review Occidental College california,hoc phi Occidental College 2026,"Occidental College review 2026: hoc phi, dieu kien, OPEID",Review Occidental College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Occidental College tai Los Angeles, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120290,Ohlone College,,Fremont,Alameda County,CA,94539-0390,1,Public,4,2,2-year,12,City: Midsize,www.ohlone.edu/,www.ohlone.edu/org/admissions/,www.ohlone.edu/org/finaid/,https://misweb.cccco.edu/npc/431/npcalc.htm,www.ohlone.edu/org/admissions/,00448100,00448100,004481,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,ohlone-college-fremont-california,review Ohlone College california,hoc phi Ohlone College 2026,"Ohlone College review 2026: hoc phi, dieu kien, OPEID",Review Ohlone College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Ohlone College tai Fremont, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
120342,Orange Coast College,,Costa Mesa,Orange County,CA,92626,1,Public,4,2,2-year,12,City: Midsize,orangecoastcollege.edu/,orangecoastcollege.edu/admissions-aid/index.html,orangecoastcollege.edu/admissions-aid/financial-aid/index.html,misweb.cccco.edu/npc/833/npcalc.htm,https://www.opencccapply.net/gateway/apply?cccMisCode=833,00125000,00125000,001250,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,orange-coast-college-costa-mesa-california,review Orange Coast College california,hoc phi Orange Coast College 2026,"Orange Coast College review 2026: hoc phi, dieu kien, OPEID",Review Orange Coast College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Orange Coast College tai Costa Mesa, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
120403,Otis College of Art and Design,"Otis Art Institute, Otis Parsons, Otis/Parsons",Los Angeles,Los Angeles County,CA,90045-3505,2,Private nonprofit,2,1,4-year,11,City: Large,www.otis.edu/,www.otis.edu/admissions,www.otis.edu/finaid,www.otis.edu/otis-net-price-calculator,www.otis.edu/how-apply,00125100,00125100,001251,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,otis-college-of-art-and-design-los-angeles-california,review Otis College of Art and Design california,hoc phi Otis College of Art and Design 2026,"Otis College of Art and Design review 2026: hoc phi, dieu kien, OPEID",Review Otis College of Art and Design o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Otis College of Art and Design tai Los Angeles, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120421,Oxnard College,,Oxnard,Ventura County,CA,93033-6699,1,Public,4,2,2-year,12,City: Midsize,www.oxnardcollege.edu/,www.oxnardcollege.edu/departments/student-services/admissions-and-records,www.oxnardcollege.edu/departments/student_services/financial_aid/index.shtml,www.oxnardcollege.edu/departments/student_services/financial_aid/index.shtml,www.oxnardcollege.edu/apply-and-enroll/register-for-classes,01284200,01284200,012842,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,oxnard-college-oxnard-california,review Oxnard College california,hoc phi Oxnard College 2026,"Oxnard College review 2026: hoc phi, dieu kien, OPEID",Review Oxnard College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Oxnard College tai Oxnard, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
422695,Pacific College,,Costa Mesa,Orange County,CA,92626-3402,3,Private for-profit,3,1,4-year,12,City: Midsize,https://www.pacific-college.edu/,https://www.pacific-college.edu/admissions-overview,https://www.pacific-college.edu/financial-aid,https://www.pacific-college.edu/net-price-calculator,https://www.pacific-college.edu/apply,03299300,03299300,032993,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pacific-college-costa-mesa-california,review Pacific College california,hoc phi Pacific College 2026,"Pacific College review 2026: hoc phi, dieu kien, OPEID",Review Pacific College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pacific College tai Costa Mesa, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
378576,Pacific College of Health and Science,,San Diego,San Diego County,CA,92108-4407,3,Private for-profit,3,1,4-year,11,City: Large,www.pacificcollege.edu/,www.pacificcollege.edu/prospective/admissions,www.pacificcollege.edu/prospective/financial-aid,https://app.meadowfi.com/pacificcollege,www.pacificcollege.edu/prospective/admissions/apply-online,03027700,03027700,030277,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pacific-college-of-health-and-science-san-diego-california,review Pacific College of Health and Science california,hoc phi Pacific College of Health and Science 2026,"Pacific College of Health and Science review 2026: hoc phi, dieu kien, OPEID",Review Pacific College of Health and Science o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pacific College of Health and Science tai San Diego, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120768,Pacific Oaks College,,Pasadena,Los Angeles County,CA,91103,2,Private nonprofit,2,1,4-year,12,City: Midsize,https://www.pacificoaks.edu/,https://www.pacificoaks.edu/admission/,https://www.pacificoaks.edu/admissions/cost-financial-aid/,https://www.pacificoaks.edu/admissions/cost-financial-aid/financial-aid-services/,https://apply.pacificoaks.edu/Home,00125500,00125500,001255,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pacific-oaks-college-pasadena-california,review Pacific Oaks College california,hoc phi Pacific Oaks College 2026,"Pacific Oaks College review 2026: hoc phi, dieu kien, OPEID",Review Pacific Oaks College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pacific Oaks College tai Pasadena, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120795,Pacific School of Religion,,Berkeley,Alameda County,CA,94709,2,Private nonprofit,2,1,4-year,12,City: Midsize,www.psr.edu/,www.psr.edu/admissions,www.psr.edu/admissions/financial-aid,www.psr.edu/admissions/tuition-and-fees,https://psr.edu/admissions/how-to-apply,00125600,00125600,001256,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pacific-school-of-religion-berkeley-california,review Pacific School of Religion california,hoc phi Pacific School of Religion 2026,"Pacific School of Religion review 2026: hoc phi, dieu kien, OPEID",Review Pacific School of Religion o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pacific School of Religion tai Berkeley, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120838,Pacific States University,,Los Angeles,Los Angeles County,CA,90010-2263,2,Private nonprofit,2,1,4-year,11,City: Large,www.psuca.edu/,,,www.psuca.edu/net-price-calculator/,,03163300,03163300,031633,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pacific-states-university-los-angeles-california,review Pacific States University california,hoc phi Pacific States University 2026,"Pacific States University review 2026: hoc phi, dieu kien, OPEID",Review Pacific States University o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pacific States University tai Los Angeles, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120865,Pacific Union College,PUC,Angwin,Napa County,CA,94508-9707,2,Private nonprofit,2,1,4-year,41,Rural: Fringe,https://www.puc.edu/,https://www.puc.edu/admissions-aid,https://www.puc.edu/v/campus-services/student-finance,https://puc.studentaidcalculator.com/survey.aspx,https://www.puc.edu/admissions-aid,00125800,00125800,001258,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pacific-union-college-angwin-california,review Pacific Union College california,hoc phi Pacific Union College 2026,"Pacific Union College review 2026: hoc phi, dieu kien, OPEID",Review Pacific Union College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pacific Union College tai Angwin, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
115746,Pacifica Graduate Institute,,Carpinteria,Santa Barbara County,CA,93013,3,Private for-profit,3,1,4-year,41,Rural: Fringe,www.pacifica.edu/,,,https://www.pacifica.edu/financial-aid/cost-of-attendance-2022-2023,,03126800,03126800,031268,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pacifica-graduate-institute-carpinteria-california,review Pacifica Graduate Institute california,hoc phi Pacifica Graduate Institute 2026,"Pacifica Graduate Institute review 2026: hoc phi, dieu kien, OPEID",Review Pacifica Graduate Institute o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pacifica Graduate Institute tai Carpinteria, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120698,Palo Alto University,Pacific Graduate School of Psychology,Palo Alto,Santa Clara County,CA,94304-1337,2,Private nonprofit,2,1,4-year,41,Rural: Fringe,www.paloaltou.edu/,www.paloaltou.edu/admissions,www.paloaltou.edu/admissions/admissions-resources/financial-aid,,www.paloaltou.edu/apply,02138300,02138300,021383,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,palo-alto-university-palo-alto-california,review Palo Alto University california,hoc phi Palo Alto University 2026,"Palo Alto University review 2026: hoc phi, dieu kien, OPEID",Review Palo Alto University o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Palo Alto University tai Palo Alto, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
120953,Palo Verde College,,Blythe,Riverside County,CA,92225,1,Public,4,2,2-year,42,Rural: Distant,https://www.paloverde.edu/,https://www.paloverde.edu/admissions,https://www.paloverde.edu/financialaid,https://misweb.cccco.edu/npc/951/npcalc.htm,https://www.paloverde.edu/apply,00125900,00125900,001259,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,palo-verde-college-blythe-california,review Palo Verde College california,hoc phi Palo Verde College 2026,"Palo Verde College review 2026: hoc phi, dieu kien, OPEID",Review Palo Verde College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Palo Verde College tai Blythe, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
120971,Palomar College,,San Marcos,San Diego County,CA,92069-1487,1,Public,4,2,2-year,21,Suburb: Large,www2.palomar.edu/,https://www.palomar.edu/admissions/,https://www.palomar.edu/fa/,https://misweb.cccco.edu/npc/061/npcalc.htm,https://www.palomar.edu/apply,00126000,00126000,001260,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,palomar-college-san-marcos-california,review Palomar College california,hoc phi Palomar College 2026,"Palomar College review 2026: hoc phi, dieu kien, OPEID",Review Palomar College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Palomar College tai San Marcos, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
121628,Pardee RAND Graduate School,,Santa Monica,Los Angeles County,CA,90401-3208,2,Private nonprofit,2,1,4-year,13,City: Small,www.pardeerand.edu/,https://www.pardeerand.edu/admissions.html,https://www.pardeerand.edu/admissions/funding-your-phd.html,,https://www.pardeerand.edu/admissions/application.html,01044100,01044100,010441,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pardee-rand-graduate-school-santa-monica-california,review Pardee RAND Graduate School california,hoc phi Pardee RAND Graduate School 2026,"Pardee RAND Graduate School review 2026: hoc phi, dieu kien, OPEID",Review Pardee RAND Graduate School o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pardee RAND Graduate School tai Santa Monica, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
121044,Pasadena City College,,Pasadena,Los Angeles County,CA,91106-2003,1,Public,4,2,2-year,12,City: Midsize,pasadena.edu/,pasadena.edu/admissions-and-aid/index.php,pasadena.edu/admissions-and-aid/financial-aid/,https://misweb.cccco.edu/npc/771/npcalc.htm,pasadena.edu/get-started/index.php,00126100,00126100,001261,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pasadena-city-college-pasadena-california,review Pasadena City College california,hoc phi Pasadena City College 2026,"Pasadena City College review 2026: hoc phi, dieu kien, OPEID",Review Pasadena City College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Pasadena City College tai Pasadena, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
439871,PCI College,,Cerritos,Los Angeles County,CA,90703,3,Private for-profit,3,1,4-year,21,Suburb: Large,www.pci-ed.com/,,,www.pci-ed.com/netprice/npcalc.htm,,03479300,03479300,034793,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,pci-college-cerritos-california,review PCI College california,hoc phi PCI College 2026,"PCI College review 2026: hoc phi, dieu kien, OPEID",Review PCI College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho PCI College tai Cerritos, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
